latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.52557,26.44244,344,1.37,1.16,2025-06-27,1249,A,91,6.1NRT,302.14,67.1,D
-7.33037,20.58881,310.29,4.08,1.87,2025-06-27,1249,A,41,6.1NRT,292.41,28.6,D
-6.25411,28.27302,327.62,1.08,1.04,2025-06-27,1249,A,78,6.1NRT,305.55,18.95,D
-6.25548,28.26352,341.27,1.08,1.04,2025-06-27,1249,A,90,6.1NRT,305.67,41.4,D
-6.47883,26.69938,325.47,1.31,1.14,2025-06-27,1249,A,64,6.1NRT,308.13,17.3,D
-6.79973,24.40705,313.42,1.96,1.37,2025-06-27,1249,A,48,6.1NRT,300.33,12.94,D
-7.40243,19.90657,310.8,4.64,1.97,2025-06-27,1249,A,52,6.1NRT,296.56,51.39,D
-6.18618,28.68095,313.11,1.04,1.02,2025-06-27,1249,A,32,6.1NRT,300.33,5.25,D
-6.3088,27.82596,319.54,1.13,1.06,2025-06-27,1249,A,66,6.1NRT,304.1,11.57,D
-6.40275,27.16556,320.62,1.23,1.1,2025-06-27,1249,A,67,6.1NRT,304.45,12.83,D
-6.40428,27.15478,338,1.23,1.1,2025-06-27,1249,A,87,6.1NRT,305.44,42.99,D
-7.27929,20.72522,316.71,3.97,1.85,2025-06-27,1249,A,68,6.1NRT,298.95,59.21,D
-6.27706,27.98226,321.48,1.11,1.05,2025-06-27,1249,A,69,6.1NRT,304.64,9.83,D
-6.44284,26.81069,321.06,1.29,1.13,2025-06-27,1249,A,65,6.1NRT,304.7,12.64,D
-6.46697,26.63873,360.91,1.33,1.14,2025-06-27,1249,A,100,6.1NRT,308.53,115.64,D
-6.4686,26.62714,321.47,1.33,1.14,2025-06-27,1249,A,69,6.1NRT,307.32,9.95,D
-6.52921,26.19348,315.11,1.42,1.18,2025-06-27,1249,A,50,6.1NRT,303.14,10.07,D
-6.29444,27.79346,315.56,1.13,1.06,2025-06-27,1249,A,52,6.1NRT,301.99,7.89,D
-6.44407,26.72967,351.77,1.31,1.13,2025-06-27,1249,A,96,6.1NRT,306.14,80.13,D
-6.44567,26.71819,344.88,1.31,1.14,2025-06-27,1249,A,92,6.1NRT,306.84,58.94,D
-6.54681,25.98993,318.53,1.47,1.2,2025-06-27,1249,A,40,6.1NRT,304.16,11.67,D
-6.2003,28.39019,316.09,1.07,1.03,2025-06-27,1249,A,44,6.1NRT,303.31,4.97,D
-7.29429,20.21094,325.69,4.38,1.93,2025-06-27,1249,A,78,6.1NRT,295.6,133.95,D
-6.14513,28.71242,317.78,1.04,1.02,2025-06-27,1249,A,63,6.1NRT,301.44,9.11,D
-6.14644,28.70326,316.2,1.04,1.02,2025-06-27,1249,A,59,6.1NRT,301.51,7.43,D
-6.18593,28.42628,318.42,1.06,1.03,2025-06-27,1249,A,64,6.1NRT,303.69,8.24,D
-6.24115,28.03672,328.11,1.1,1.05,2025-06-27,1249,A,79,6.1NRT,304.58,18.79,D
-6.24253,28.02694,318.13,1.1,1.05,2025-06-27,1249,A,59,6.1NRT,304.79,6.49,D
-6.26603,27.8603,317.69,1.12,1.06,2025-06-27,1249,A,48,6.1NRT,306.1,6.8,D
-6.3551,27.22444,349.93,1.22,1.1,2025-06-27,1249,A,95,6.1NRT,304.35,71.08,D
-6.35659,27.21375,316.66,1.22,1.1,2025-06-27,1249,A,44,6.1NRT,303.66,7.45,D
-6.44657,26.56439,318.84,1.34,1.15,2025-06-27,1249,A,42,6.1NRT,304.94,8.86,D
-6.44819,26.55263,322.23,1.34,1.15,2025-06-27,1249,A,71,6.1NRT,304.11,15.26,D
-7.27743,20.20859,321.06,4.38,1.93,2025-06-27,1249,A,75,6.1NRT,298.17,105.48,D
-6.09086,29.02796,311.84,1.02,1.01,2025-06-27,1249,A,26,6.1NRT,299.92,5.42,D
-6.10887,28.90239,319.53,1.03,1.01,2025-06-27,1249,A,68,6.1NRT,300.84,10.22,D
-6.34548,27.22307,339.67,1.22,1.1,2025-06-27,1249,A,88,6.1NRT,303.82,43.7,D
-6.35441,27.15866,344.71,1.23,1.1,2025-06-27,1249,A,92,6.1NRT,304.15,58.3,D
-6.09089,28.94844,328.7,1.03,1.01,2025-06-27,1249,A,80,6.1NRT,300.88,21.24,D
-6.0922,28.93941,315.34,1.03,1.01,2025-06-27,1249,A,56,6.1NRT,300.22,6.94,D
-6.19821,28.21004,317.62,1.08,1.04,2025-06-27,1249,A,54,6.1NRT,304.92,6.71,D
-6.33136,27.29055,326.76,1.21,1.09,2025-06-27,1249,A,77,6.1NRT,305.14,19.81,D
-6.1891,28.20869,328.52,1.08,1.04,2025-06-27,1249,A,79,6.1NRT,304.78,19.56,D
-6.3371,27.18267,320.54,1.22,1.1,2025-06-27,1249,A,54,6.1NRT,304.81,12.01,D
-6.43216,26.51987,321.64,1.35,1.15,2025-06-27,1249,A,69,6.1NRT,305.28,15.67,D
-6.43384,26.50808,323.01,1.35,1.15,2025-06-27,1249,A,72,6.1NRT,304.12,18.78,D
-6.11932,28.62728,324.25,1.05,1.02,2025-06-27,1249,A,60,6.1NRT,300.83,16.08,D
-6.23451,27.82894,317.04,1.13,1.06,2025-06-27,1249,A,41,6.1NRT,305.44,6.34,D
-6.32285,27.2134,328.54,1.22,1.1,2025-06-27,1249,A,51,6.1NRT,303.42,20.49,D
-7.28974,20.20289,333,4.38,1.93,2025-06-27,1249,A,86,6.1NRT,295.54,218.33,D
-5.67425,31.60442,341.11,1.09,1.04,2025-06-27,1249,A,90,6.1NRT,301.71,44.68,D
-5.67567,31.59486,318.83,1.09,1.04,2025-06-27,1249,A,69,6.1NRT,300.83,12.07,D
-6.25094,27.64805,341.42,1.15,1.07,2025-06-27,1249,A,90,6.1NRT,307.19,44.14,D
-6.29354,27.34997,320.45,1.2,1.09,2025-06-27,1249,A,67,6.1NRT,303.73,13.32,D
-6.31322,27.21202,377.32,1.22,1.1,2025-06-27,1249,A,100,6.1NRT,308.2,176.57,D
-6.24011,27.65691,321.63,1.15,1.07,2025-06-27,1249,A,33,6.1NRT,304.43,11.35,D
-6.24156,27.64672,330.25,1.15,1.07,2025-06-27,1249,A,81,6.1NRT,306.32,23.91,D
-6.30663,27.18925,314.99,1.22,1.1,2025-06-27,1249,A,26,6.1NRT,298.87,6.25,D
-6.46894,26.03789,323.29,1.46,1.19,2025-06-27,1249,A,73,6.1NRT,303.42,23.14,D
-6.10167,28.55907,327.67,1.05,1.02,2025-06-27,1249,A,78,6.1NRT,303.73,19.72,D
-6.19397,27.91397,327.37,1.12,1.05,2025-06-27,1249,A,78,6.1NRT,304.58,18.74,D
-6.19536,27.90419,328.86,1.12,1.05,2025-06-27,1249,A,79,6.1NRT,305.46,21.49,D
-6.23362,27.63523,325.56,1.15,1.07,2025-06-27,1249,A,61,6.1NRT,303.98,16.78,D
-7.15649,20.8397,332.62,3.87,1.83,2025-06-27,1249,A,85,6.1NRT,299.27,179.46,D
-6.02477,29.03008,314.98,1.02,1.01,2025-06-27,1249,A,54,6.1NRT,301.73,6.51,D
-6.08477,28.61299,340.69,1.05,1.02,2025-06-27,1249,A,89,6.1NRT,299.21,40.06,D
-6.12868,28.30619,327.45,1.07,1.03,2025-06-27,1249,A,78,6.1NRT,303.37,18.94,D
-6.13002,28.2968,318.93,1.07,1.03,2025-06-27,1249,A,64,6.1NRT,303.99,9.19,D
-6.00824,29.08196,316.32,1.02,1.01,2025-06-27,1249,A,61,6.1NRT,302.47,6.34,D
-6.13849,28.17209,324.35,1.09,1.04,2025-06-27,1249,A,74,6.1NRT,305.16,13.53,D
-6.23064,27.52052,356.67,1.17,1.08,2025-06-27,1249,A,98,6.1NRT,306.65,84.58,D
-6.23209,27.51021,319.35,1.17,1.08,2025-06-27,1249,A,20,6.1NRT,304.68,7.97,D
-6.27024,27.23845,317.87,1.21,1.09,2025-06-27,1249,A,60,6.1NRT,302.95,9.01,D
-6.27173,27.22781,331.5,1.21,1.1,2025-06-27,1249,A,82,6.1NRT,303.43,29.55,D
-6.31895,26.88988,319.45,1.27,1.12,2025-06-27,1249,A,64,6.1NRT,305.51,12.29,D
-6.3205,26.87874,322,1.28,1.12,2025-06-27,1249,A,69,6.1NRT,303.67,15.9,D
-6.15798,27.96854,322.73,1.11,1.05,2025-06-27,1249,A,71,6.1NRT,306.32,10.51,D
-6.22118,27.51922,333.75,1.17,1.08,2025-06-27,1249,A,84,6.1NRT,305.98,29.21,D
-6.22263,27.50887,319.26,1.17,1.08,2025-06-27,1249,A,36,6.1NRT,304.14,7.33,D
-6.26063,27.23707,328.91,1.21,1.09,2025-06-27,1249,A,79,6.1NRT,304.35,24.06,D
-6.26211,27.22644,326.41,1.21,1.1,2025-06-27,1249,A,76,6.1NRT,303.9,20.69,D
-6.28915,27.03223,319.29,1.25,1.11,2025-06-27,1249,A,61,6.1NRT,305.25,10.73,D
-6.29068,27.02127,317.55,1.25,1.11,2025-06-27,1249,A,58,6.1NRT,305.91,9.32,D
-6.26738,27.11776,315.73,1.23,1.1,2025-06-27,1249,A,49,6.1NRT,303.5,7.41,D
-6.26888,27.10695,317.86,1.23,1.1,2025-06-27,1249,A,59,6.1NRT,304.45,9.94,D
-6.92107,22.19395,310.12,2.99,1.64,2025-06-27,1249,A,33,6.1NRT,296.4,18.87,D
-6.0886,28.33337,317.61,1.07,1.03,2025-06-27,1249,A,41,6.1NRT,305.1,6.32,D
-6.13004,28.04785,320.37,1.1,1.05,2025-06-27,1249,A,62,6.1NRT,304.53,8.98,D
-6.26554,27.11185,327.08,1.23,1.1,2025-06-27,1249,A,77,6.1NRT,304.07,22.17,D
-7.14865,20.83441,324.15,3.87,1.83,2025-06-27,1249,A,78,6.1NRT,299.41,106.05,D
-5.77582,30.41754,322.05,1.01,1,2025-06-27,1249,A,55,6.1NRT,303.17,12.83,D
-6.10286,28.17106,321.76,1.09,1.04,2025-06-27,1249,A,69,6.1NRT,303.96,10.14,D
-6.59826,24.70735,314.25,1.85,1.33,2025-06-27,1249,A,54,6.1NRT,300.65,12.73,D
-6.10753,28.07409,316.49,1.1,1.04,2025-06-27,1249,A,53,6.1NRT,301.94,5.94,D
-6.10892,28.06447,319.65,1.1,1.04,2025-06-27,1249,A,58,6.1NRT,302.99,8.8,D
-6.28874,26.81141,318.7,1.29,1.13,2025-06-27,1249,A,62,6.1NRT,303.48,10.7,D
-6.29035,26.80012,322.56,1.29,1.13,2025-06-27,1249,A,70,6.1NRT,303.48,17.23,D
-6.49263,25.37458,323.85,1.63,1.26,2025-06-27,1249,A,75,6.1NRT,300.52,29.1,D
-6.49462,25.36045,319.15,1.64,1.26,2025-06-27,1249,A,68,6.1NRT,300.06,19.34,D
-6.59799,24.62435,315.7,1.87,1.34,2025-06-27,1249,A,62,6.1NRT,302.06,14.96,D
-6.60027,24.60802,318.51,1.88,1.34,2025-06-27,1249,A,68,6.1NRT,302.85,21.31,D
-6.26138,26.93294,321.61,1.26,1.12,2025-06-27,1249,A,49,6.1NRT,308.36,13.25,D
-6.26773,26.8883,321.27,1.27,1.12,2025-06-27,1249,A,56,6.1NRT,306.95,11.95,D
-6.26106,26.86463,322.14,1.28,1.12,2025-06-27,1249,A,63,6.1NRT,307.09,11.76,D
-6.57672,24.60502,332.76,1.88,1.34,2025-06-27,1249,A,85,6.1NRT,301.26,61.52,D
-6.53824,24.79843,322.75,1.81,1.32,2025-06-27,1249,A,74,6.1NRT,302.64,28.62,D
-6.09437,27.90368,319.76,1.12,1.05,2025-06-27,1249,A,50,6.1NRT,304.13,9.15,D
-6.53323,24.74873,314.01,1.83,1.32,2025-06-27,1249,A,42,6.1NRT,299.3,11.99,D
-6.11739,27.67415,330.14,1.14,1.07,2025-06-27,1249,A,80,6.1NRT,302.99,26.21,D
-4.96991,35.24689,314.75,1.95,1.36,2025-06-27,1249,A,35,6.1NRT,300.17,13.29,D
-6.05804,28.02738,323.1,1.1,1.05,2025-06-27,1249,A,65,6.1NRT,305.27,11.62,D
-6.14378,27.4181,328.13,1.18,1.08,2025-06-27,1249,A,78,6.1NRT,303.8,20.86,D
-5.96625,28.60881,321.69,1.05,1.02,2025-06-27,1249,A,69,6.1NRT,301.36,11.72,D
-6.04749,28.03576,324.81,1.1,1.05,2025-06-27,1249,A,74,6.1NRT,305.99,13.11,D
-6.04886,28.02602,353.9,1.1,1.05,2025-06-27,1249,A,97,6.1NRT,306.57,69.24,D
-6.13428,27.41681,318.81,1.18,1.08,2025-06-27,1249,A,62,6.1NRT,305.31,8.31,D
-6.19199,27.00141,363.65,1.25,1.11,2025-06-27,1249,A,100,6.1NRT,308.08,118.49,D
-6.1935,26.99043,321.02,1.25,1.11,2025-06-27,1249,A,65,6.1NRT,305.25,10.3,D
-6.80336,22.40682,309.86,2.86,1.61,2025-06-27,1249,A,31,6.1NRT,295.36,23.48,D
-5.90292,28.97195,325.55,1.02,1.01,2025-06-27,1249,A,76,6.1NRT,304.03,16.4,D
-5.90422,28.96299,321.57,1.02,1.01,2025-06-27,1249,A,68,6.1NRT,305.38,11.79,D
-5.95559,28.60994,318.82,1.05,1.02,2025-06-27,1249,A,57,6.1NRT,301.6,9.94,D
-6.18346,27.03821,319.63,1.24,1.11,2025-06-27,1249,A,61,6.1NRT,305.85,8.72,D
-6.18819,27.00548,337.29,1.25,1.11,2025-06-27,1249,A,87,6.1NRT,306.43,38.37,D
-6.18977,26.99452,334.12,1.25,1.11,2025-06-27,1249,A,84,6.1NRT,308.01,32.09,D
-5.87583,29.0959,320.66,1.02,1.01,2025-06-27,1249,A,69,6.1NRT,299.54,11.84,D
-5.87712,29.08702,314.25,1.02,1.01,2025-06-27,1249,A,44,6.1NRT,298.49,6.12,D
-5.89927,28.93476,321.83,1.02,1.01,2025-06-27,1249,A,54,6.1NRT,303.88,10.15,D
-5.92047,28.72605,317.54,1.04,1.02,2025-06-27,1249,A,14,6.1NRT,302.45,5.99,D
-5.9218,28.71692,321.34,1.04,1.02,2025-06-27,1249,A,69,6.1NRT,302.63,10.09,D
-5.92312,28.70776,320.74,1.04,1.02,2025-06-27,1249,A,67,6.1NRT,302.87,9.44,D
-5.98329,28.29197,317.33,1.07,1.03,2025-06-27,1249,A,56,6.1NRT,304.81,5.93,D
-6.03294,27.94789,321.71,1.11,1.05,2025-06-27,1249,A,68,6.1NRT,303.77,10.86,D
-6.47883,24.81544,318.1,1.8,1.32,2025-06-27,1249,A,67,6.1NRT,299.16,20.71,D
-6.81297,22.40143,312.27,2.86,1.61,2025-06-27,1249,A,55,6.1NRT,294.64,30.74,D
-5.71722,30.0605,322.85,1,1,2025-06-27,1249,A,75,6.1NRT,300.26,15.18,D
-5.88021,28.94124,324.85,1.02,1.01,2025-06-27,1249,A,65,6.1NRT,303.7,15.09,D
-5.91026,28.7337,317.71,1.04,1.02,2025-06-27,1249,A,31,6.1NRT,303.09,6.29,D
-6.09984,27.41565,335.03,1.18,1.08,2025-06-27,1249,A,85,6.1NRT,305.81,32.09,D
-6.08888,27.42463,318.91,1.18,1.08,2025-06-27,1249,A,41,6.1NRT,304.5,7.88,D
-6.09035,27.41429,345.43,1.18,1.08,2025-06-27,1249,A,92,6.1NRT,306.25,54.66,D
-5.84173,29.08213,314.63,1.02,1.01,2025-06-27,1249,A,49,6.1NRT,298.49,6.55,D
-5.84301,29.0733,313.51,1.02,1.01,2025-06-27,1249,A,14,6.1NRT,298.15,5.2,D
-5.90162,28.66722,377.19,1.04,1.02,2025-06-27,1249,A,100,6.1NRT,309.5,139.28,D
-5.90294,28.65807,372.35,1.04,1.02,2025-06-27,1249,A,100,6.1NRT,308.79,120.63,D
-6.14259,26.97665,319.09,1.25,1.11,2025-06-27,1249,A,60,6.1NRT,305.18,9.88,D
-6.21957,26.42937,322.86,1.36,1.15,2025-06-27,1249,A,72,6.1NRT,302.06,21.15,D
-5.89268,28.66589,327.65,1.04,1.02,2025-06-27,1249,A,78,6.1NRT,307.3,15.98,D
-5.894,28.65675,327.14,1.04,1.02,2025-06-27,1249,A,77,6.1NRT,306.4,15.4,D
-5.9273,28.36012,321.99,1.07,1.03,2025-06-27,1249,A,69,6.1NRT,305.11,10.85,D
-5.92862,28.35086,333.42,1.07,1.03,2025-06-27,1249,A,83,6.1NRT,305.72,25.9,D
-6.07654,27.30607,331.15,1.2,1.09,2025-06-27,1249,A,81,6.1NRT,304.35,25.4,D
-6.15734,26.72841,319.38,1.3,1.13,2025-06-27,1249,A,54,6.1NRT,305.69,10,D
-6.15892,26.71705,350.99,1.3,1.13,2025-06-27,1249,A,95,6.1NRT,306.78,80.44,D
-5.91828,28.35867,346.92,1.07,1.03,2025-06-27,1249,A,93,6.1NRT,304.03,50.13,D
-5.9196,28.34937,361.79,1.07,1.03,2025-06-27,1249,A,100,6.1NRT,305.31,88.9,D
-6.06699,27.3047,324.87,1.2,1.09,2025-06-27,1249,A,74,6.1NRT,304.78,16.12,D
-6.06846,27.2942,317.03,1.2,1.09,2025-06-27,1249,A,47,6.1NRT,303.52,6.43,D
-6.07878,27.22036,330.85,1.21,1.09,2025-06-27,1249,A,81,6.1NRT,306.2,25.74,D
-6.12717,26.87299,333.09,1.27,1.12,2025-06-27,1249,A,83,6.1NRT,305.59,31.63,D
-6.12871,26.86186,342.95,1.27,1.12,2025-06-27,1249,A,91,6.1NRT,304.79,54.44,D
-5.47434,31.27576,316.18,1.07,1.03,2025-06-27,1249,A,24,6.1NRT,300.58,7.78,D
-5.84006,28.77321,316.73,1.03,1.02,2025-06-27,1249,A,15,6.1NRT,302.15,6.54,D
-5.91242,28.27561,317.82,1.07,1.03,2025-06-27,1249,A,45,6.1NRT,305.74,6.32,D
-5.46256,31.29305,316.98,1.07,1.03,2025-06-27,1249,A,40,6.1NRT,299.78,8.97,D
-5.78805,29.06834,315.36,1.02,1.01,2025-06-27,1249,A,45,6.1NRT,300.17,5.53,D
-5.79065,29.05045,319.71,1.02,1.01,2025-06-27,1249,A,67,6.1NRT,303.59,8.73,D
-5.79195,29.04154,322.18,1.02,1.01,2025-06-27,1249,A,72,6.1NRT,302.57,11.06,D
-5.86155,28.56251,323.03,1.05,1.02,2025-06-27,1249,A,71,6.1NRT,300.91,13.05,D
-5.9559,27.91122,321.66,1.11,1.05,2025-06-27,1249,A,60,6.1NRT,305.87,9.39,D
-5.98724,27.69443,324.01,1.14,1.06,2025-06-27,1249,A,72,6.1NRT,303.52,15.94,D
-5.98868,27.68445,344.03,1.14,1.06,2025-06-27,1249,A,91,6.1NRT,305.6,51.09,D
-6.12131,26.76384,321.86,1.29,1.13,2025-06-27,1249,A,57,6.1NRT,305.38,11.23,D
-5.78699,29.01353,323.32,1.02,1.01,2025-06-27,1249,A,73,6.1NRT,303.66,11.31,D
-5.78829,29.00458,338.29,1.02,1.01,2025-06-27,1249,A,88,6.1NRT,303.78,31.41,D
-5.82221,28.77083,317.6,1.03,1.02,2025-06-27,1249,A,61,6.1NRT,300.64,8.14,D
-5.82351,28.76181,314.06,1.03,1.02,2025-06-27,1249,A,30,6.1NRT,301.04,4.6,D
-6.49158,24.07149,310.54,2.07,1.4,2025-06-27,1249,A,21,6.1NRT,288.08,11.76,D
-5.74467,29.24287,318.63,1.01,1,2025-06-27,1249,A,66,6.1NRT,301.1,9.11,D
-5.74854,29.21628,314.84,1.01,1,2025-06-27,1249,A,54,6.1NRT,299.85,5.93,D
-5.8015,28.85102,332.81,1.03,1.01,2025-06-27,1249,A,83,6.1NRT,302.71,25.94,D
-5.8947,28.20582,320.83,1.08,1.04,2025-06-27,1249,A,61,6.1NRT,305.78,9.88,D
-5.918,28.04397,319.11,1.1,1.04,2025-06-27,1249,A,63,6.1NRT,306.42,5.95,D
-5.94027,27.88906,319.76,1.11,1.05,2025-06-27,1249,A,51,6.1NRT,306.34,6.86,D
-5.94167,27.87929,340.92,1.11,1.05,2025-06-27,1249,A,89,6.1NRT,307.34,39.82,D
-5.42986,31.32651,322.21,1.07,1.03,2025-06-27,1249,A,74,6.1NRT,300.74,15.3,D
-5.86263,28.3643,317.91,1.06,1.03,2025-06-27,1249,A,59,6.1NRT,303.42,6.03,D
-5.50916,30.72927,327.43,1.03,1.01,2025-06-27,1249,A,70,6.1NRT,297.68,20.84,D
-5.74888,29.08965,326.65,1.02,1.01,2025-06-27,1249,A,78,6.1NRT,301.63,17.25,D
-5.76174,29.00071,346.15,1.02,1.01,2025-06-27,1249,A,93,6.1NRT,302.48,46.83,D
-5.85762,28.33499,315.27,1.07,1.03,2025-06-27,1249,A,28,6.1NRT,303.27,4.05,D
-5.44226,31.11911,315.31,1.05,1.03,2025-06-27,1249,A,62,6.1NRT,298.79,8.17,D
-5.91258,27.88504,318.1,1.11,1.05,2025-06-27,1249,A,47,6.1NRT,305.1,6.39,D
-6.04795,26.85611,319.43,1.27,1.12,2025-06-27,1249,A,62,6.1NRT,306.03,9.8,D
-5.55984,30.20203,320.9,1.01,1,2025-06-27,1249,A,44,6.1NRT,306.35,8.64,D
-6.71438,21.7926,311.35,3.19,1.69,2025-06-27,1249,A,53,6.1NRT,296.5,24.99,D
-5.8536,28.10289,317.21,1.09,1.04,2025-06-27,1249,A,55,6.1NRT,305.3,6.37,D
-5.93098,27.55287,316.6,1.16,1.07,2025-06-27,1249,A,45,6.1NRT,304.99,7.91,D
-5.9324,27.54268,333.84,1.16,1.07,2025-06-27,1249,A,84,6.1NRT,306.63,31.19,D
-5.86387,27.97052,322.43,1.1,1.05,2025-06-27,1249,A,71,6.1NRT,303.09,10.71,D
-5.92555,27.54539,333.47,1.16,1.07,2025-06-27,1249,A,84,6.1NRT,306.23,31.52,D
-5.92703,27.53521,326.94,1.16,1.07,2025-06-27,1249,A,77,6.1NRT,306.7,20.71,D
-5.68125,29.16384,316.76,1.01,1.01,2025-06-27,1249,A,58,6.1NRT,299.48,7.69,D
-5.75553,28.65289,324.32,1.04,1.02,2025-06-27,1249,A,72,6.1NRT,300.31,15.85,D
-5.69437,29.01155,313.15,1.02,1.01,2025-06-27,1249,A,45,6.1NRT,299.5,4.85,D
-5.91994,27.45112,326.44,1.17,1.08,2025-06-27,1249,A,67,6.1NRT,308.59,14.64,D
-5.93171,27.3692,323.06,1.18,1.08,2025-06-27,1249,A,72,6.1NRT,305.6,13.81,D
-5.98346,27.00861,331.45,1.24,1.11,2025-06-27,1249,A,82,6.1NRT,305.28,28.58,D
-5.98502,26.99774,325.01,1.24,1.11,2025-06-27,1249,A,74,6.1NRT,303.88,18.2,D
-6.71025,21.81371,310.42,3.18,1.69,2025-06-27,1249,A,47,6.1NRT,296.08,22.98,D
-5.66618,29.14357,317.15,1.01,1.01,2025-06-27,1249,A,61,6.1NRT,296.8,7.64,D
-5.74823,28.57727,324.32,1.04,1.02,2025-06-27,1249,A,75,6.1NRT,300.11,16.44,D
-5.92959,27.31631,323.72,1.19,1.08,2025-06-27,1249,A,73,6.1NRT,304.44,14.94,D
-5.9645,27.07207,321.48,1.23,1.1,2025-06-27,1249,A,65,6.1NRT,304.31,12.59,D
-6.18941,25.48514,318.49,1.58,1.24,2025-06-27,1249,A,66,6.1NRT,305.79,14.64,D
-5.50367,30.19596,317.38,1.01,1,2025-06-27,1249,A,56,6.1NRT,300.52,9.33,D
-5.68054,28.98235,320.04,1.02,1.01,2025-06-27,1249,A,69,6.1NRT,300.21,11.07,D
-5.9718,26.95125,363.18,1.25,1.11,2025-06-27,1249,A,100,6.1NRT,305.63,117.48,D
-5.97335,26.94029,337.63,1.25,1.11,2025-06-27,1249,A,87,6.1NRT,303.91,39.71,D
-5.6511,29.1233,342.14,1.01,1.01,2025-06-27,1249,A,91,6.1NRT,300.77,40.05,D
-5.71191,28.70257,317.3,1.04,1.02,2025-06-27,1249,A,62,6.1NRT,299.71,9.81,D
-5.96206,26.94984,350.99,1.25,1.11,2025-06-27,1249,A,95,6.1NRT,305.97,74.52,D
-5.9636,26.93889,364.06,1.25,1.11,2025-06-27,1249,A,100,6.1NRT,306.79,120.27,D
-5.9792,26.82845,318.76,1.27,1.12,2025-06-27,1249,A,52,6.1NRT,304.98,8.85,D
-6.87539,20.20294,325.02,4.31,1.92,2025-06-27,1249,A,79,6.1NRT,296.31,127,D
-6.8802,20.16562,317.86,4.34,1.92,2025-06-27,1249,A,65,6.1NRT,297.16,65.17,D
-5.66411,28.97105,313.66,1.02,1.01,2025-06-27,1249,A,31,6.1NRT,297.56,5.57,D
-5.79645,28.04894,324.97,1.09,1.04,2025-06-27,1249,A,60,6.1NRT,303.01,15.21,D
-5.83658,27.76709,319.39,1.12,1.06,2025-06-27,1249,A,65,6.1NRT,304.63,9.79,D
-5.83799,27.75718,316.72,1.13,1.06,2025-06-27,1249,A,57,6.1NRT,304.46,7.22,D
-5.84502,27.70769,314.97,1.13,1.06,2025-06-27,1249,A,47,6.1NRT,302.32,5.67,D
-5.88215,27.4458,317.61,1.17,1.08,2025-06-27,1249,A,60,6.1NRT,303.02,8.91,D
-5.88357,27.43572,319.6,1.17,1.08,2025-06-27,1249,A,65,6.1NRT,303.12,11.64,D
-5.9554,26.92649,358.78,1.25,1.11,2025-06-27,1249,A,99,6.1NRT,304.76,98.72,D
-5.95695,26.91548,328.15,1.25,1.11,2025-06-27,1249,A,30,6.1NRT,306,19.97,D
-6.77313,20.86674,314,3.8,1.82,2025-06-27,1249,A,62,6.1NRT,297.3,43.16,D
-5.78729,28.04766,395.7,1.09,1.04,2025-06-27,1249,A,100,6.1NRT,311.3,248.51,D
-5.93798,26.97987,365.38,1.24,1.11,2025-06-27,1249,A,100,6.1NRT,303.78,129.82,D
-5.9395,26.96896,354.12,1.24,1.11,2025-06-27,1249,A,97,6.1NRT,302.58,87.93,D
-6.21323,24.98617,319.74,1.73,1.29,2025-06-27,1249,A,42,6.1NRT,301.73,20.57,D
-5.75251,28.22689,324.91,1.07,1.03,2025-06-27,1249,A,75,6.1NRT,304.82,15.28,D
-5.92978,26.96756,339.91,1.24,1.11,2025-06-27,1249,A,89,6.1NRT,293.21,48.44,D
-6.19984,24.99982,320.89,1.73,1.29,2025-06-27,1249,A,20,6.1NRT,301.71,19.98,D
-6.23539,24.73632,318.47,1.81,1.32,2025-06-27,1249,A,55,6.1NRT,300.8,20.66,D
-5.70107,28.52359,319.46,1.05,1.02,2025-06-27,1249,A,59,6.1NRT,299.03,10.98,D
-5.9095,27.04217,333,1.23,1.1,2025-06-27,1249,A,83,6.1NRT,303.29,30.92,D
-5.911,27.03137,328.5,1.23,1.1,2025-06-27,1249,A,79,6.1NRT,303.83,22.54,D
-5.72918,28.26584,321.64,1.07,1.03,2025-06-27,1249,A,44,6.1NRT,306.64,7.67,D
-5.90756,27.03632,329.32,1.23,1.1,2025-06-27,1249,A,79,6.1NRT,303.53,24.45,D
-5.90912,27.02555,327.38,1.23,1.1,2025-06-27,1249,A,77,6.1NRT,304.28,20.65,D
-6.87115,20.19809,327.35,4.31,1.92,2025-06-27,1249,A,81,6.1NRT,296.3,144.92,D
-6.76446,20.86192,315.29,3.8,1.82,2025-06-27,1249,A,63,6.1NRT,297.49,47.05,D
-5.64311,28.73237,317.58,1.03,1.02,2025-06-27,1249,A,65,6.1NRT,301.93,7.48,D
-5.69086,28.40289,315.37,1.06,1.03,2025-06-27,1249,A,50,6.1NRT,302.04,5.1,D
-5.69893,28.34713,321.44,1.06,1.03,2025-06-27,1249,A,71,6.1NRT,303.34,10.69,D
-5.65911,28.55888,326.21,1.04,1.02,2025-06-27,1249,A,78,6.1NRT,299.48,19.96,D
-5.87698,27.04293,325.92,1.23,1.1,2025-06-27,1249,A,75,6.1NRT,303.87,20.61,D
-5.87852,27.03219,324.82,1.23,1.1,2025-06-27,1249,A,73,6.1NRT,304.29,18.54,D
